order_date,user_id,order_id,meal_id,order_quantity
10/01/18,519,2430,8,2
10/01/18,519,2430,12,1
10/01/18,519,2430,13,1
10/01/18,523,2431,6,1
10/01/18,523,2431,8,1
10/01/18,523,2431,16,1
10/01/18,523,2431,18,1
10/01/18,531,2432,12,3
10/01/18,531,2432,13,3
10/01/18,531,2432,15,2
10/01/18,567,2433,6,1
10/01/18,567,2433,9,2
10/01/18,567,2433,12,2
10/01/18,567,2433,14,1
10/01/18,596,2434,6,3
10/01/18,596,2434,14,2
10/01/18,597,2435,11,2
10/01/18,597,2435,14,2
10/01/18,597,2436,8,3
10/01/18,597,2436,13,3
10/01/18,598,2437,10,3
10/01/18,598,2437,11,3
10/01/18,598,2437,18,1
10/01/18,599,2438,1,3
10/01/18,599,2438,12,2
10/01/18,599,2438,17,1
10/01/18,600,2439,4,2
10/01/18,600,2439,5,3
11/01/18,26,3951,5,1
11/01/18,37,3952,1,3
11/01/18,37,3952,4,3
11/01/18,37,3952,9,2
11/01/18,37,3952,18,3
11/01/18,44,3953,10,1
11/01/18,44,3953,17,1
11/01/18,48,3954,1,3
11/01/18,48,3954,7,3
11/01/18,48,3954,11,3
11/01/18,48,3954,13,3
11/01/18,49,3955,11,3
11/01/18,65,3956,2,3
11/01/18,65,3956,14,1
11/01/18,65,3956,15,2
11/01/18,65,3956,17,2
11/01/18,93,3957,0,3
11/01/18,93,3957,5,2
11/01/18,93,3957,9,2
11/01/18,96,3958,2,2
11/01/18,97,3959,10,3
11/01/18,97,3959,11,1
11/01/18,97,3959,12,3
11/01/18,97,3959,14,3
11/01/18,109,3960,7,2
11/01/18,109,3960,10,1
11/01/18,109,3960,17,1
11/01/18,112,3961,5,3
11/01/18,112,3961,6,3
11/01/18,112,3961,10,1
11/01/18,112,3961,17,3
11/01/18,132,3962,0,2
11/01/18,132,3962,12,1
11/01/18,132,3962,13,1
11/01/18,138,3963,2,1
11/01/18,138,3963,5,1
11/01/18,138,3963,9,1
11/01/18,138,3963,10,3
11/01/18,150,3964,17,1
11/01/18,153,3965,13,1
11/01/18,153,3965,14,2
11/01/18,161,3966,11,2
11/01/18,161,3966,17,2
11/01/18,164,3967,1,1
11/01/18,164,3967,4,2
11/01/18,164,3967,6,1
11/01/18,164,3967,11,3
11/01/18,169,3968,3,1
11/01/18,169,3968,6,2
11/01/18,169,3968,10,2
11/01/18,180,3969,3,2
11/01/18,180,3969,14,1
11/01/18,180,3969,18,1
11/01/18,199,3970,12,1
11/01/18,199,3970,13,2
11/01/18,199,3970,14,3
11/01/18,210,3971,6,1
11/01/18,210,3971,8,3
11/01/18,210,3971,14,3
11/01/18,210,3971,16,3
11/01/18,232,3972,7,2
11/01/18,232,3972,12,3
11/01/18,232,3972,17,3
11/01/18,232,3972,18,2
11/01/18,233,3973,0,2
11/01/18,233,3973,4,3
11/01/18,236,3974,3,3
11/01/18,236,3974,10,1
11/01/18,251,3975,2,2
11/01/18,251,3975,5,1
11/01/18,267,3976,4,2
11/01/18,267,3976,7,3
11/01/18,267,3976,15,3
11/01/18,267,3976,17,1
11/01/18,270,3977,1,1
11/01/18,270,3977,3,1
11/01/18,331,3978,0,1
11/01/18,331,3978,10,1
11/01/18,331,3978,12,1
11/01/18,331,3978,16,3
11/01/18,332,3979,2,2
11/01/18,332,3979,18,2
11/01/18,352,3980,9,2
11/01/18,358,3981,3,1
11/01/18,358,3981,10,3
11/01/18,364,3982,5,3
11/01/18,364,3982,6,3
11/01/18,364,3982,10,2
11/01/18,377,3983,3,3
11/01/18,402,3984,9,1
11/01/18,402,3984,11,1
11/01/18,415,3985,2,1
11/01/18,415,3985,4,3
11/01/18,416,3986,3,1
11/01/18,416,3986,4,2
11/01/18,416,3986,10,3
11/01/18,416,3986,17,1
11/01/18,433,3987,4,3
11/01/18,433,3987,14,2
11/01/18,433,3987,18,3
12/01/18,6,6535,3,3
12/01/18,6,6535,8,3
12/01/18,6,6535,14,1
12/01/18,6,6535,16,3
12/01/18,6,6536,3,3
12/01/18,6,6536,10,1
12/01/18,14,6537,8,3
12/01/18,14,6537,13,1
12/01/18,34,6538,9,1
12/01/18,44,6539,0,1
12/01/18,44,6539,5,1
12/01/18,44,6539,8,3
12/01/18,44,6539,14,3
12/01/18,56,6540,0,1
12/01/18,56,6540,7,1
12/01/18,56,6540,13,1
12/01/18,78,6541,18,1
12/01/18,93,6542,2,2
12/01/18,93,6542,5,2
12/01/18,93,6542,16,2
12/01/18,109,6543,3,1
12/01/18,109,6543,14,2
12/01/18,109,6543,17,1
12/01/18,122,6544,6,3
12/01/18,122,6544,10,1
12/01/18,122,6544,13,2
12/01/18,124,6545,2,3
12/01/18,124,6545,18,1
12/01/18,125,6546,7,2
12/01/18,125,6546,9,3
12/01/18,125,6546,10,2
12/01/18,125,6546,11,2
12/01/18,127,6547,0,1
12/01/18,127,6547,1,1
12/01/18,127,6547,9,2
12/01/18,132,6548,0,2
12/01/18,132,6548,3,2
12/01/18,132,6548,6,1
12/01/18,132,6548,11,2
12/01/18,140,6549,2,1
12/01/18,140,6549,7,2
12/01/18,140,6549,9,1
12/01/18,149,6550,10,1
12/01/18,149,6550,17,2
12/01/18,152,6551,3,3
12/01/18,152,6551,8,3
12/01/18,152,6551,10,1
12/01/18,185,6552,10,3
12/01/18,185,6552,11,2
12/01/18,185,6552,16,1
12/01/18,188,6553,3,2
12/01/18,191,6554,15,1
12/01/18,201,6555,6,1
12/01/18,201,6555,10,1
12/01/18,201,6555,15,2
12/01/18,201,6555,16,1
12/01/18,202,6556,10,1
12/01/18,202,6556,11,2
12/01/18,202,6556,16,3
12/01/18,210,6557,3,2
12/01/18,210,6557,16,2
12/01/18,223,6558,7,2
12/01/18,223,6558,9,2
12/01/18,223,6558,12,3
12/01/18,233,6559,3,3
12/01/18,233,6559,18,2
12/01/18,242,6560,18,3
12/01/18,242,6561,13,2
12/01/18,246,6562,5,3
12/01/18,254,6563,4,2
12/01/18,254,6563,12,3
12/01/18,254,6563,18,3
12/01/18,264,6564,0,2
12/01/18,264,6564,1,3
12/01/18,264,6564,3,2
12/01/18,264,6564,15,1
12/01/18,268,6565,6,1
12/01/18,269,6566,5,2
12/01/18,269,6566,8,2
12/01/18,269,6566,13,3
12/01/18,271,6567,3,1
12/01/18,271,6567,11,2
12/01/18,271,6567,13,1
12/01/18,271,6567,18,1
12/01/18,296,6568,17,1
12/01/18,299,6569,1,1
12/01/18,299,6569,4,3
12/01/18,299,6569,5,1
12/01/18,299,6569,6,2
12/01/18,301,6570,3,2
12/01/18,301,6570,13,2
12/01/18,301,6570,16,2
12/01/18,315,6571,2,2
12/01/18,315,6571,7,1
12/01/18,318,6572,2,2
12/01/18,318,6572,9,1
12/01/18,318,6572,10,2
12/01/18,318,6572,11,2
12/01/18,334,6573,7,3
12/01/18,334,6573,8,2
11/12/18,210,6574,5,1
06/04/18,540,6575,2,3
08/12/18,47,6576,4,1
12/17/18,305,6577,0,1
12/10/18,492,6578,13,2
10/26/18,161,6579,6,3
12/27/18,426,6580,0,1
08/05/18,45,6581,10,3
06/02/18,41,6582,0,2
06/29/18,253,6583,7,2
08/15/18,234,6584,12,1
09/28/18,15,6585,18,3
09/26/18,439,6586,12,1
08/14/18,468,6587,10,1
09/23/18,20,6588,12,3
06/13/18,339,6589,6,3
07/01/18,261,6590,18,2
09/04/18,91,6591,0,1
11/19/18,38,6592,1,2
08/01/18,409,6593,12,3
11/20/18,577,6594,14,2
10/05/18,383,6595,16,2
09/18/18,133,6596,1,2
10/03/18,162,6597,14,3
12/13/18,532,6598,10,3
09/15/18,256,6599,5,1
11/30/18,490,6600,15,1
07/29/18,365,6601,8,2
06/06/18,79,6602,17,1
09/06/18,596,6603,17,3
10/06/18,239,6604,6,2
09/20/18,84,6605,19,1
10/17/18,501,6606,14,2
12/08/18,368,6607,9,2
09/28/18,356,6608,7,1
11/18/18,289,6609,19,1
12/13/18,97,6610,8,1
08/03/18,352,6611,4,1
11/19/18,53,6612,12,2
08/13/18,308,6613,12,3
08/09/18,141,6614,19,3
12/15/18,2,6615,3,3
07/07/18,8,6616,0,2
07/27/18,56,6617,2,1
07/17/18,303,6618,14,1
10/30/18,204,6619,1,2
07/09/18,176,6620,7,3
10/22/18,418,6621,5,1
11/05/18,230,6622,17,1
10/27/18,9,6623,9,3
10/17/18,191,6624,11,2
10/10/18,117,6625,8,1
10/29/18,236,6626,11,2
12/24/18,95,6627,10,2
06/15/18,86,6628,1,3
09/18/18,469,6629,4,3
09/30/18,43,6630,16,1
09/05/18,141,6631,11,1
12/05/18,321,6632,17,2
12/07/18,447,6633,16,2
10/30/18,542,6634,6,3
06/04/18,114,6635,1,3
11/14/18,396,6636,8,1
06/20/18,557,6637,1,3
10/26/18,481,6638,4,3
07/02/18,249,6639,19,3
08/11/18,321,6640,9,1
12/19/18,534,6641,3,3
09/18/18,469,6642,7,1
09/21/18,279,6643,6,2
06/18/18,174,6644,0,3
09/16/18,421,6645,13,1
07/22/18,49,6646,0,3
08/29/18,270,6647,13,2
10/10/18,460,6648,14,2
06/13/18,235,6649,2,3
10/15/18,501,6650,18,2
12/03/18,266,6651,3,2
10/26/18,223,6652,12,3
10/27/18,268,6653,3,1
09/20/18,326,6654,9,3
08/08/18,356,6655,10,3
07/07/18,578,6656,17,3
08/29/18,302,6657,14,1
12/01/18,441,6658,2,2
07/15/18,276,6659,18,3
10/09/18,154,6660,14,3
10/20/18,207,6661,8,2
11/28/18,587,6662,8,2
08/15/18,31,6663,9,1
08/21/18,31,6664,13,2
06/26/18,505,6665,18,1
07/06/18,560,6666,8,2
06/25/18,365,6667,19,3
06/10/18,392,6668,18,2
10/16/18,423,6669,7,1
12/18/18,471,6670,19,1
10/14/18,128,6671,19,3
08/25/18,572,6672,14,1
11/24/18,68,6673,2,2
10/26/18,374,6674,16,2
12/11/18,135,6675,18,1
06/16/18,474,6676,6,1
12/06/18,120,6677,13,1
11/20/18,344,6678,9,2
08/27/18,357,6679,12,3
07/08/18,514,6680,1,2
12/20/18,141,6681,6,3
09/10/18,146,6682,3,2
08/30/18,202,6683,19,2
06/05/18,40,6684,10,2
11/13/18,35,6685,8,3
10/15/18,78,6686,17,3
09/18/18,52,6687,16,3
06/04/18,484,6688,1,1
06/23/18,71,6689,3,2
11/14/18,401,6690,12,3
10/25/18,84,6691,5,3
09/05/18,536,6692,0,3
11/27/18,351,6693,12,1
09/05/18,591,6694,0,3
11/05/18,227,6695,12,2
07/07/18,309,6696,8,3
06/11/18,207,6697,9,2
10/26/18,190,6698,7,3
06/29/18,351,6699,1,2
10/13/18,165,6700,7,2
11/20/18,406,6701,3,2
10/20/18,465,6702,10,1
10/07/18,192,6703,17,2
08/24/18,426,6704,12,1
07/17/18,527,6705,5,3
08/21/18,348,6706,0,1
12/08/18,573,6707,11,3
12/01/18,548,6708,11,2
06/21/18,133,6709,3,1
09/15/18,575,6710,5,3
09/10/18,197,6711,12,3
06/20/18,139,6712,5,2
07/12/18,40,6713,3,3
11/18/18,344,6714,18,1
10/17/18,162,6715,15,3
12/18/18,361,6716,4,1
11/11/18,524,6717,17,1
10/24/18,345,6718,17,1
11/01/18,559,6719,15,2
10/09/18,136,6720,18,2
07/13/18,540,6721,1,3
08/07/18,31,6722,3,3
10/17/18,545,6723,4,3
08/11/18,420,6724,0,2
08/20/18,83,6725,7,1
08/17/18,205,6726,1,3
10/24/18,423,6727,9,1
09/15/18,480,6728,8,1
08/07/18,90,6729,15,2
06/01/18,290,6730,17,1
10/11/18,9,6731,1,3
09/13/18,333,6732,5,3
11/26/18,317,6733,5,2
08/18/18,248,6734,16,3
07/15/18,1,6735,0,3
07/12/18,300,6736,9,2
09/18/18,87,6737,15,3
08/10/18,551,6738,3,2
08/16/18,445,6739,10,1
09/18/18,540,6740,7,2
06/18/18,502,6741,0,3
12/22/18,450,6742,9,2
12/19/18,224,6743,1,1
10/24/18,185,6744,2,1
09/18/18,535,6745,14,3
09/01/18,238,6746,15,1
10/03/18,494,6747,4,1
10/11/18,560,6748,0,2
12/03/18,254,6749,4,3
10/24/18,528,6750,17,2
12/03/18,569,6751,2,1
08/06/18,246,6752,18,1
10/20/18,92,6753,19,1
09/09/18,531,6754,13,3
12/22/18,146,6755,2,3
12/01/18,528,6756,12,2
07/01/18,288,6757,17,1
12/31/18,450,6758,4,2
07/04/18,218,6759,19,2
12/07/18,55,6760,14,1
07/17/18,132,6761,19,1
10/06/18,197,6762,11,1
09/02/18,20,6763,0,1
07/31/18,62,6764,3,1
12/02/18,382,6765,18,2
09/26/18,233,6766,7,3
08/10/18,356,6767,13,3
11/19/18,399,6768,6,1
06/22/18,512,6769,3,1
06/25/18,160,6770,15,1
06/10/18,102,6771,9,3
10/28/18,201,6772,16,1
09/03/18,393,6773,8,1
09/26/18,76,6774,11,3
07/01/18,134,6775,4,3
12/22/18,278,6776,13,1
12/24/18,294,6777,18,1
12/27/18,390,6778,1,2
09/02/18,223,6779,6,3
11/28/18,600,6780,9,2
06/25/18,238,6781,19,2
10/28/18,214,6782,9,1
06/21/18,15,6783,1,1
10/13/18,488,6784,2,1
07/05/18,27,6785,9,1
07/15/18,211,6786,0,2
08/06/18,533,6787,7,1
08/20/18,375,6788,1,1
09/09/18,581,6789,4,1
12/01/18,35,6790,16,1
09/25/18,567,6791,6,3
09/12/18,526,6792,4,3
10/01/18,232,6793,19,2
12/08/18,573,6794,11,1
09/23/18,533,6795,16,3
06/17/18,544,6796,1,1
09/15/18,391,6797,13,1
07/21/18,110,6798,5,3
07/08/18,28,6799,1,1
07/03/18,277,6800,17,3
07/19/18,386,6801,8,3
09/08/18,395,6802,13,2
06/15/18,396,6803,11,2
08/24/18,153,6804,8,2
12/18/18,581,6805,4,3
06/20/18,122,6806,2,2
12/26/18,182,6807,11,2
10/17/18,513,6808,19,3
08/13/18,134,6809,11,3
09/10/18,313,6810,10,2
12/31/18,449,6811,6,3
10/27/18,102,6812,17,3
12/28/18,580,6813,9,2
07/17/18,464,6814,2,1
08/22/18,82,6815,16,2
08/10/18,199,6816,17,1
10/18/18,74,6817,7,3
09/28/18,458,6818,14,1
07/20/18,39,6819,3,3
08/24/18,268,6820,11,1
08/21/18,374,6821,1,1
06/17/18,340,6822,2,1
07/09/18,258,6823,14,3
